Timestamp,Temperature,OutdoorTemperature,RPM,Pressure,Vibration,Temperature_smoothed,OutdoorTemperature_smoothed,RPM_smoothed,Pressure_smoothed,Vibration_smoothed,Temperature_standardized,OutdoorTemperature_standardized,RPM_standardized,Pressure_standardized,Vibration_standardized,Temperature_smoothed_standardized,OutdoorTemperature_smoothed_standardized,RPM_smoothed_standardized,Pressure_smoothed_standardized,Vibration_smoothed_standardized,Temperature_normalized,OutdoorTemperature_normalized,RPM_normalized,Pressure_normalized,Vibration_normalized,Temperature_smoothed_normalized,OutdoorTemperature_smoothed_normalized,RPM_smoothed_normalized,Pressure_smoothed_normalized,Vibration_smoothed_normalized,Anomaly,Temperature_filtered,OutdoorTemperature_filtered,RPM_filtered,Pressure_filtered,Vibration_filtered,Temperature_smoothed_filtered,OutdoorTemperature_smoothed_filtered,RPM_smoothed_filtered,Pressure_smoothed_filtered,Vibration_smoothed_filtered,Temperature_standardized_filtered,OutdoorTemperature_standardized_filtered,RPM_standardized_filtered,Pressure_standardized_filtered,Vibration_standardized_filtered,Temperature_smoothed_standardized_filtered,OutdoorTemperature_smoothed_standardized_filtered,RPM_smoothed_standardized_filtered,Pressure_smoothed_standardized_filtered,Vibration_smoothed_standardized_filtered,Temperature_normalized_filtered,OutdoorTemperature_normalized_filtered,RPM_normalized_filtered,Pressure_normalized_filtered,Vibration_normalized_filtered,Temperature_smoothed_normalized_filtered,OutdoorTemperature_smoothed_normalized_filtered,RPM_smoothed_normalized_filtered,Pressure_smoothed_normalized_filtered,Vibration_smoothed_normalized_filtered,Anomaly_filtered
2024-01-01 04:00:00,69.9316658389199,11.098516735282058,1405.3192666523107,130.35124445011223,8.096923103579508,71.11807244955143,10.687147973909385,1448.5925325315127,135.9255575802606,7.853974410717891,-0.09352937117354022,-0.1168600999361956,-0.37685374776297426,-1.2251181789788226,-1.07052626308892,0.226853042942746,-0.18232288538150854,0.050958564903081024,-0.396093314475052,-1.800527638895843,0.33167031893311694,0.5296631336871993,0.42394261756295304,0.3654092835733316,0.2086813657310045,0.5048944573657526,0.5198302295046899,0.6280729238403917,0.4759776695409448,0.11785324433953237,0,69.89497980911912,11.097123266536782,1405.1410968863304,130.3079614929379,8.089594582773804,71.11871606420817,10.700020497180343,1448.85847217116,135.9037746916598,7.851983789365356,-0.10234177225519994,-0.11706771422661076,-0.37859687141394593,-1.232876341115243,-1.078923810158979,0.2270336709076105,-0.18038868285946347,0.05400113735080259,-0.4029727992306931,-1.803570191245407,0.3305353810729637,0.5296051776432027,0.42359709284469244,0.36428316214354417,0.20777070213905302,0.504934706199717,0.5204204894395441,0.6289024246322397,0.47489796435571313,0.11727366882080999,9.973325709453218e-09
2024-01-01 05:00:00,70.03139116691683,10.893776952507537,1510.664685368647,140.15728734319657,7.36359859619736,70.92566502173032,10.58603227709369,1470.7477891906462,137.26519160579917,7.93097845124459,-0.06957421459829913,-0.1473644831846282,0.6537930039250053,0.5325452434473444,-1.9108223105598583,0.17285464115144644,-0.19751635069695533,0.30443327688722055,0.02699069496892106,-1.6828313105925032,0.33475547289885355,0.5211477594473619,0.6282390416348398,0.6205396110617061,0.11755630140407891,0.49286214163913744,0.5151936447916167,0.6971780899091296,0.542378863097345,0.14027320715481073,0,70.03033918007121,11.181768778190069,1420.3242005671045,131.2466167738913,8.033952464694304,71.0920857689706,10.830418864976311,1454.563374379749,135.68122283893314,7.8668377622604835,-0.06982691379145956,-0.10445629551384598,-0.2300529985070526,-1.0646290601695396,-1.1426825573773152,0.21955998136062832,-0.16079525532356487,0.1192700018223449,-0.47325925684951864,-1.7808667323293281,0.3347229280931524,0.5331256864553269,0.45304169353155754,0.3887047796950147,0.20085644857429732,0.5032693644620226,0.5263998091472958,0.6466967666520719,0.4638668107962211,0.12159844863352418,3.7981807081451436e-06
2024-01-01 06:00:00,73.75758294460265,11.495432803584109,1500.0602737681113,125.65591987500429,8.255150704257053,71.71246864841385,10.6801724155416,1472.2050306514236,135.00423330416683,8.070537066187859,0.8254993766019464,-0.05772318135168694,0.550044758364521,-2.0667217036693137,-0.8892176799013896,0.3936680413701215,-0.18337102041350054,0.32110534100477234,-0.687066491698666,-1.4695238471195013,0.450030855501512,0.5461713511796398,0.607673900826871,0.2432479072085263,0.22834319367332734,0.54206538580861,0.5195103704886148,0.70172341812169,0.4303106960102321,0.18090612636500358,0,70.15085944053996,11.263112153739314,1434.7759470610977,132.1575430882531,7.980514626654146,71.05615205240693,10.954946021985545,1460.0056443244348,135.47170981524425,7.879047523642831,-0.04087657822480274,-0.09233686533350541,-0.08866435757951745,-0.9013519992046279,-1.2039154817356,0.20947532253621096,-0.14208402551024713,0.18153413299403676,-0.5394277837778466,-1.7622048014185627,0.3384514047700785,0.5365088554484108,0.48106797285429526,0.41240495431536967,0.19421610534304062,0.5010222276034273,0.5321099088720153,0.6636719240200976,0.4534819485328502,0.12515335814609968,8.180846404675907e-06
2024-01-01 07:00:00,72.23327886971582,11.335299258024556,1459.1455684465905,135.23427652464378,7.158653156438013,71.86001966494989,10.89526882775153,1471.9583435507416,134.4731266704686,7.958675848436824,0.4593442230855397,-0.08158163708746614,0.14975579801168615,-0.34986942048208175,-2.145663559206725,0.4350776645112596,-0.15105101490193942,0.31828303374119093,-0.8548009025479331,-1.640497402776913,0.40287420175984656,0.5395112040879855,0.5283279919967088,0.49245437055638686,0.09208917710429287,0.5512925785259064,0.5293734557275691,0.7009539685358903,0.40398551039163877,0.14833738938320407,0,70.24767666678146,11.33995561457559,1447.9269492523176,133.01520294854686,7.930257600073734,71.00541412410965,11.071940130015633,1464.9741690083501,135.28916008447234,7.887016717976024,-0.017619980724731688,-0.08088788190820884,0.03999845334265405,-0.7476225711614174,-1.261503603185379,0.1952359188433621,-0.1245046982797001,0.23837822117662053,-0.5970807476063461,-1.7500243378203644,0.3414465922063005,0.5397048675670034,0.5065717180893988,0.4347192602404027,0.18797101911733144,0.4978493003443352,0.5374745862652912,0.679169407469766,0.44443356682892354,0.12747361354302816,1.2830880658080102e-05
2024-01-01 08:00:00,69.85843282338026,11.849497892052463,1470.949232153824,134.85774677784292,8.623286109802793,71.16247032870709,11.334504728290145,1469.2278052778966,133.25129499415996,7.899522334054945,-0.11112077336760579,-0.004970672742143853,0.26523692482399924,-0.41735969873427964,-0.4673816126485711,0.23931313632104073,-0.0850522072954764,0.28704338651346484,-1.2406805044567302,-1.7309102097071172,0.3294047447519828,0.5608973447931505,0.5512188430248695,0.4826579461823748,0.27408878402749326,0.5076709057889897,0.5495142897029544,0.6924370597180363,0.34342338664348127,0.1311146620592405,0,70.31578738413467,11.41168789729673,1459.3302293592797,133.79917965807033,7.884098081879939,70.93671060240949,11.180252066871972,1469.2974535092114,135.14590397422995,7.889651618040219,-0.0012590127398178963,-0.07020041797835215,0.15156242778061602,-0.6071003236669874,-1.314396504351222,0.17595454072172578,-0.10822993869537838,0.28784022067137177,-0.6423239769833156,-1.7459970418385278,0.34355370033992516,0.5426882996297476,0.5286861049980023,0.4551165027188078,0.1822351013587248,0.49355288375592543,0.5424411491876366,0.6926543017316857,0.4373328389263844,0.12824077278631552,1.7303776421957448e-05
2024-01-01 09:00:00,71.981154285435,10.364447531485382,1546.878506881328,141.23010077937076,7.876212705871733,71.57236801801011,11.18769088753081,1497.5396533237003,135.42706626001169,7.85538025451339,0.39878103403189996,-0.2262297984873861,1.0080908743312564,0.7248394192336383,-1.3234321362222918,0.35434934033333476,-0.10711219469258905,0.6109546658797718,-0.5535271377605884,-1.7983788860282461,0.39507434612961423,0.49913231108125655,0.6984685241046926,0.6484517103956868,0.1812552412986712,0.5333041075273837,0.5427822507498623,0.7807454458956156,0.4512691163010212,0.11826256007677971,0,70.3546711004551,11.478386809231592,1468.6922249968618,134.49565607203112,7.842920144968014,70.8498248509572,11.279301576882448,1472.8565379435718,135.05182901606148,7.88647724300902,0.0080812976045049,-0.060262880952858054,0.24315549856399712,-0.48226188162180555,-1.3615811508232902,0.15157039001623587,-0.09334693494572392,0.3285591306712131,-0.6720347858545733,-1.7508488948488157,0.3447566269586461,0.5454623877371941,0.546841827897397,0.47323719192229385,0.1771182095704659,0.4881194303521042,0.5469829904488354,0.7037555552478667,0.4326698568080806,0.12731654375008317,2.1055461598076183e-05
2024-01-01 10:00:00,70.06749229606257,12.316724227264718,1419.6220067815514,137.6102452568686,7.812445939213538,71.57958824383925,11.472280342482245,1479.3311176062812,134.91765784274608,7.945149723116626,-0.06090231330101142,0.06464184222653438,-0.23692291038947175,0.07600607068113492,-1.3965006910619022,0.356375668837183,-0.06435028779669168,0.40263375054869016,-0.7144088050761029,-1.6611713216449264,0.33587231597160794,0.5803298509974855,0.45167992876678786,0.5542715263004396,0.17333139495894978,0.5337556287486667,0.5558318875311306,0.7239506227084926,0.42601943894939165,0.1443992164686474,0,70.36820233258061,11.540862308002946,1475.884605268521,135.09802012451533,7.807592872803631,70.74770340803947,11.369134624165094,1475.5920357904658,135.01378341690395,7.877687954112571,0.011331653263715043,-0.05095459444238471,0.31352214055202365,-0.37429241079869363,-1.4020616841599565,0.12291040132136385,-0.0798487805438588,0.3598555195843992,-0.6840503694591503,-1.7642828266845678,0.3451752361053052,0.5480608190027252,0.5607900146146757,0.4889092973426929,0.17272833862510803,0.4817332036998637,0.5511022176991708,0.7122879336309714,0.430784063266347,0.1247575153032115,2.3475993119852117e-05
2024-01-01 11:00:00,70.16076314355249,11.296477052560952,1461.8637610716894,130.31186171300698,8.608647867936496,70.86022428362922,11.432489192277615,1471.6918150669965,135.8488462103466,8.015849155852514,-0.03849759626067148,-0.0873657959742388,0.1763492316289945,-1.2321772544121714,-0.4841551646822866,0.15448895065020452,-0.07032923547281493,0.31523372441960346,-0.42032034464480633,-1.5531112303922092,0.338757790813365,0.5378965417890491,0.5335993843364322,0.36438463675864785,0.2722697929556399,0.4887697652109919,0.5540072940746797,0.7001226310607875,0.47217534261841987,0.16498357336937763,0,70.36390952214865,11.600629614901905,1480.9382243926243,135.6065094689679,7.778956431637545,70.63624996277316,11.450463813861257,1477.5049835880318,135.03526421302922,7.864128189093324,0.010300471435472736,-0.042049804124328384,0.3629642159454705,-0.2831493135084576,-1.434875381347573,0.09163142219541562,-0.06762840070476267,0.3817412462762784,-0.6772662917355117,-1.7850081619333211,0.3450424315169976,0.5505466133054039,0.5705905007512021,0.5021390021674438,0.16916989005686237,0.4747633945950621,0.5548315069148644,0.7182546699800842,0.43184879473332405,0.12080954808698967,2.3939601637592728e-05
2024-01-01 12:00:00,71.67360441330094,13.273575499800998,1461.542882510635,133.56655167752558,7.303528004753169,70.74828939234625,11.820144440632902,1472.1712778798055,135.51530124092295,8.044824125515545,0.3249040612543004,0.2072040621021994,0.17320991669089117,-0.6487972341181208,-1.9796555215757967,0.12307485555828855,-0.01208084520584743,0.3207191809978634,-0.5256607139571596,-1.5088246251866426,0.3855598253279846,0.6201264482542304,0.5329771043798521,0.4490640661242251,0.11009175268873683,0.4817698485861861,0.5717829357907515,0.7016181387776572,0.4556426302117167,0.17341972474501555,0,70.35174221682925,11.659799144354283,1484.0231620902805,136.02700174268546,7.7577621381612,70.52371533807302,11.524669450710546,1478.6520992602843,135.11636187616713,7.847203803985726,0.007377746488058433,-0.03323407726077226,0.3931456994498841,-0.2077790650827289,-1.459161329598058,0.06004901423547767,-0.05647839328567882,0.39486521135201336,-0.6516539798484791,-1.8108761290209394,0.3446660175105196,0.5530075453238655,0.5765731219965876,0.5130792287878467,0.16653622469186852,0.46772597327563836,0.5582341509382397,0.7218326749768702,0.43586853559111244,0.11588196140207152,2.1869916869113594e-05
2024-01-01 13:00:00,67.46009979113346,10.608443917910323,1453.004844944557,136.84513872688584,7.233476623358644,70.26862278589688,11.571933645804474,1468.5824004379522,135.91277963073156,7.766862228226716,-0.6872276106277464,-0.18987653493559284,0.08967803850866692,-0.061133831384615124,-2.059925440708642,-0.011541725694509605,-0.04937655913460546,0.2796594140127162,-0.4001288540449318,-1.93367369148703,0.2552086822850781,0.5092804147639909,0.516419283787406,0.5343652418097138,0.10138696160169958,0.4517736051060286,0.560401415283417,0.6904239569437318,0.47534430917254866,0.09249026495752632,0,70.34257040560834,11.72086793752445,1485.4200487196244,136.3692640561263,7.744569110599151,70.41976204837094,11.5937397749087,1479.1368452596053,135.2539000400413,7.828729054158464,0.00517457324921627,-0.024135377212657995,0.40681213776829966,-0.14643098046100966,-1.474278850972205,0.030874924812807562,-0.04610000884014153,0.4004111120136656,-0.6082165956721237,-1.839113741049094,0.34438227364795343,0.5555474700086169,0.5792821049470288,0.5219840946003924,0.164896820208379,0.4612251909686549,0.5614013190376478,0.7233446616489265,0.4426858439504374,0.11050298126913238,1.6817204591465607e-05
