Timestamp,Temperature,OutdoorTemperature,RPM,Pressure,Vibration
2024-01-01 00:00:00,70.99342830602247,11.399355436586003,1399.8884020729793,133.45911721550374,6.9785783935638666
2024-01-01 01:00:00,69.823564811185,11.02473211134456,1492.774066464224,136.960711383166,7.557357629540699
2024-01-01 02:00:00,71.49552378703562,10.25981719697491,1460.379003950002,137.88980969313502,7.717959245193185
2024-01-01 03:00:00,73.34617950459423,9.653318389359388,1484.601923518048,140.96690515938604,8.919053681712196
2024-01-01 04:00:00,69.9316658389199,11.098516735282058,1405.3192666523107,130.35124445011223,8.096923103579508
2024-01-01 05:00:00,70.03139116691683,10.893776952507537,1510.664685368647,140.15728734319657,7.36359859619736
2024-01-01 06:00:00,73.75758294460265,11.495432803584109,1500.0602737681113,125.65591987500427,8.255150704257053
2024-01-01 07:00:00,72.23327886971582,11.335299258024556,1459.1455684465905,135.23427652464378,7.158653156438013
2024-01-01 08:00:00,69.85843282338026,11.849497892052463,1470.9492321538241,134.85774677784292,8.623286109802793
2024-01-01 09:00:00,71.981154285435,10.364447531485382,1546.878506881328,141.23010077937076,7.876212705871733
2024-01-01 10:00:00,70.06749229606257,12.316724227264718,1419.6220067815514,137.6102452568686,7.812445939213538
2024-01-01 11:00:00,70.16076314355249,11.296477052560952,1461.8637610716894,130.31186171300698,8.608647867936496
2024-01-01 12:00:00,71.67360441330094,13.273575499800998,1461.542882510635,133.56655167752558,7.303528004753169
2024-01-01 13:00:00,67.46009979113346,10.608443917910325,1453.0048449445567,136.84513872688584,7.233476623358644
2024-01-01 14:00:00,67.93328934794073,13.132782625985238,1541.4737420965873,136.19786448984465,7.819175849048201
2024-01-01 15:00:00,70.35446034735082,11.69377673260576,1490.30869306136,134.62036497201782,8.529836841662409
2024-01-01 16:00:00,69.5486907786613,10.943345186885873,1478.9166922041245,134.55884547914792,7.24590751016255
2024-01-01 17:00:00,72.29753431651145,11.20961480338675,1399.8068817796623,141.87153010472954,6.417569998538075
2024-01-01 18:00:00,69.94700920151426,11.471721088331803,1531.7709015104613,134.67938595407742,7.873998409852458
2024-01-01 19:00:00,69.03176103921788,12.314622537720798,1438.0370802573264,136.53834880700774,8.189982598508152
2024-01-01 20:00:00,74.88023305921172,12.511490851410484,1502.9966315133165,150.79209764029068,8.646164177936088
2024-01-01 21:00:00,71.58916889026654,11.51295486929156,1513.8688468979096,130.97876223457197,7.838199054795162
2024-01-01 22:00:00,72.26674597417899,12.16009070912503,1568.0329297919325,129.30617747104122,7.974396600069909
2024-01-01 23:00:00,69.37230691073688,14.424287207906003,1434.5589800440443,141.4889592209427,8.492114373262007
